
duplicated: 213644,download: 124633 , rate: 1.714185 
duplicated: 699795,download: 381153 , rate: 1.835995 
duplicated: 700867,download: 381644 , rate: 1.836442 
duplicated: 701761,download: 382112 , rate: 1.836532 
duplicated: 702753,download: 382610 , rate: 1.836735 
duplicated: 703744,download: 383083 , rate: 1.837054 
duplicated: 704739,download: 383573 , rate: 1.837301 
duplicated: 705642,download: 384039 , rate: 1.837423 
duplicated: 706724,download: 384532 , rate: 1.837881 
duplicated: 707713,download: 385001 , rate: 1.838211 
duplicated: 708794,download: 385497 , rate: 1.838650 
duplicated: 709871,download: 385984 , rate: 1.839120 
duplicated: 710861,download: 386458 , rate: 1.839426 
duplicated: 711850,download: 386950 , rate: 1.839643 
duplicated: 712930,download: 387418 , rate: 1.840209 
duplicated: 714002,download: 387912 , rate: 1.840629 
duplicated: 714992,download: 388379 , rate: 1.840965 
duplicated: 715977,download: 388868 , rate: 1.841183 
duplicated: 717051,download: 389344 , rate: 1.841690 
duplicated: 718042,download: 389833 , rate: 1.841922 
duplicated: 719123,download: 390303 , rate: 1.842474 
duplicated: 720205,download: 390797 , rate: 1.842913 
duplicated: 721193,download: 391267 , rate: 1.843225 
duplicated: 722340,download: 391752 , rate: 1.843871 
duplicated: 723416,download: 392218 , rate: 1.844423 
duplicated: 724398,download: 392717 , rate: 1.844580 
duplicated: 725394,download: 393186 , rate: 1.844913 
duplicated: 726393,download: 393674 , rate: 1.845164 
duplicated: 727459,download: 394140 , rate: 1.845687 
duplicated: 728538,download: 394630 , rate: 1.846129 
duplicated: 729442,download: 395090 , rate: 1.846268 
duplicated: 730521,download: 395577 , rate: 1.846723 
duplicated: 731601,download: 396038 , rate: 1.847300 
duplicated: 732681,download: 396537 , rate: 1.847699 
duplicated: 733665,download: 397002 , rate: 1.848013 
duplicated: 734738,download: 397484 , rate: 1.848472 
duplicated: 735637,download: 397968 , rate: 1.848483 
duplicated: 736718,download: 398435 , rate: 1.849029 
duplicated: 737807,download: 398937 , rate: 1.849432 
duplicated: 738703,download: 399394 , rate: 1.849560 
duplicated: 739690,download: 399883 , rate: 1.849766 
duplicated: 740679,download: 400349 , rate: 1.850083 
duplicated: 741665,download: 400839 , rate: 1.850282 
duplicated: 742559,download: 401310 , rate: 1.850338 
duplicated: 743633,download: 401794 , rate: 1.850782 
duplicated: 744623,download: 402260 , rate: 1.851099 
duplicated: 745795,download: 402749 , rate: 1.851761 
duplicated: 746780,download: 403223 , rate: 1.852027 
duplicated: 747777,download: 403714 , rate: 1.852244 
duplicated: 748762,download: 404182 , rate: 1.852537 
duplicated: 749837,download: 404670 , rate: 1.852959 
duplicated: 750827,download: 405137 , rate: 1.853267 
duplicated: 751907,download: 405629 , rate: 1.853682 
duplicated: 752891,download: 406096 , rate: 1.853973 
duplicated: 753880,download: 406589 , rate: 1.854157 
duplicated: 755039,download: 407056 , rate: 1.854877 
duplicated: 756116,download: 407550 , rate: 1.855272 
duplicated: 757105,download: 408011 , rate: 1.855599 
duplicated: 758179,download: 408503 , rate: 1.855994 
duplicated: 759341,download: 408993 , rate: 1.856611 
duplicated: 760327,download: 409460 , rate: 1.856902 
duplicated: 761400,download: 409948 , rate: 1.857309 
duplicated: 762294,download: 410415 , rate: 1.857374 
duplicated: 763463,download: 410912 , rate: 1.857972 
duplicated: 764454,download: 411383 , rate: 1.858254 
duplicated: 765534,download: 411870 , rate: 1.858679 
duplicated: 766611,download: 412340 , rate: 1.859172 
duplicated: 767691,download: 412828 , rate: 1.859590 
duplicated: 768673,download: 413294 , rate: 1.859870 
duplicated: 769754,download: 413783 , rate: 1.860284 
duplicated: 770647,download: 414249 , rate: 1.860347 
duplicated: 771728,download: 414741 , rate: 1.860747 
duplicated: 772719,download: 415211 , rate: 1.861027 
duplicated: 773707,download: 415700 , rate: 1.861215 
duplicated: 774695,download: 416163 , rate: 1.861518 
duplicated: 775779,download: 416655 , rate: 1.861922 
duplicated: 776854,download: 417128 , rate: 1.862388 
duplicated: 777936,download: 417620 , rate: 1.862784 
duplicated: 778924,download: 418090 , rate: 1.863053 
duplicated: 779914,download: 418579 , rate: 1.863242 
duplicated: 780907,download: 419048 , rate: 1.863526 
duplicated: 781984,download: 419539 , rate: 1.863913 
duplicated: 782964,download: 420006 , rate: 1.864173 
duplicated: 784043,download: 420492 , rate: 1.864585 
duplicated: 785210,download: 420983 , rate: 1.865182 
duplicated: 786206,download: 421451 , rate: 1.865474 
duplicated: 787375,download: 421945 , rate: 1.866061 
duplicated: 788360,download: 422415 , rate: 1.866316 
duplicated: 789534,download: 422903 , rate: 1.866939 
duplicated: 790614,download: 423368 , rate: 1.867439 
duplicated: 791784,download: 423861 , rate: 1.868027 
duplicated: 792951,download: 424331 , rate: 1.868709 
duplicated: 794032,download: 424824 , rate: 1.869085 
duplicated: 795115,download: 425292 , rate: 1.869574 
duplicated: 796202,download: 425787 , rate: 1.869954 
duplicated: 797193,download: 426259 , rate: 1.870208 
duplicated: 798362,download: 426752 , rate: 1.870787 
duplicated: 799437,download: 427221 , rate: 1.871249 
duplicated: 800517,download: 427716 , rate: 1.871609 
duplicated: 801504,download: 428182 , rate: 1.871877 
duplicated: 802581,download: 428674 , rate: 1.872241 
duplicated: 803574,download: 429143 , rate: 1.872509 
duplicated: 804647,download: 429624 , rate: 1.872910 
duplicated: 805723,download: 430092 , rate: 1.873374 
duplicated: 806803,download: 430592 , rate: 1.873706 
duplicated: 807978,download: 431054 , rate: 1.874424 
duplicated: 808967,download: 431543 , rate: 1.874592 
duplicated: 810052,download: 432010 , rate: 1.875077 
duplicated: 811125,download: 432507 , rate: 1.875403 
duplicated: 812207,download: 432999 , rate: 1.875771 
duplicated: 813283,download: 433468 , rate: 1.876224 
duplicated: 814364,download: 433960 , rate: 1.876588 
duplicated: 815262,download: 434427 , rate: 1.876638 
duplicated: 816340,download: 434929 , rate: 1.876950 
duplicated: 817505,download: 435401 , rate: 1.877591 
duplicated: 818486,download: 435894 , rate: 1.877718 
duplicated: 819469,download: 436363 , rate: 1.877953 
duplicated: 820635,download: 436860 , rate: 1.878485 
duplicated: 821626,download: 437326 , rate: 1.878749 
duplicated: 822708,download: 437813 , rate: 1.879131 
duplicated: 823785,download: 438286 , rate: 1.879560 
duplicated: 824773,download: 438773 , rate: 1.879726 
duplicated: 825853,download: 439244 , rate: 1.880169 
duplicated: 827104,download: 439735 , rate: 1.880915 
duplicated: 828180,download: 440207 , rate: 1.881342 
duplicated: 829263,download: 440698 , rate: 1.881704 
duplicated: 830250,download: 441165 , rate: 1.881949 
duplicated: 831412,download: 441659 , rate: 1.882475 
duplicated: 832675,download: 442126 , rate: 1.883343 
duplicated: 833746,download: 442615 , rate: 1.883682 
duplicated: 834734,download: 443085 , rate: 1.883914 
duplicated: 835810,download: 443579 , rate: 1.884242 
duplicated: 836892,download: 444045 , rate: 1.884701 
duplicated: 838060,download: 444534 , rate: 1.885255 
duplicated: 839057,download: 444999 , rate: 1.885526 
duplicated: 840051,download: 445490 , rate: 1.885679 
duplicated: 841389,download: 445981 , rate: 1.886603 
duplicated: 842460,download: 446447 , rate: 1.887033 
duplicated: 843538,download: 446938 , rate: 1.887371 
duplicated: 844622,download: 447402 , rate: 1.887837 
duplicated: 845779,download: 447889 , rate: 1.888367 
duplicated: 846859,download: 448359 , rate: 1.888797 
duplicated: 847939,download: 448846 , rate: 1.889154 
duplicated: 849015,download: 449314 , rate: 1.889581 
duplicated: 850179,download: 449802 , rate: 1.890118 
duplicated: 851349,download: 450277 , rate: 1.890723 
duplicated: 852516,download: 450770 , rate: 1.891244 
duplicated: 853505,download: 451237 , rate: 1.891478 
duplicated: 854672,download: 451732 , rate: 1.891989 
duplicated: 855748,download: 452201 , rate: 1.892406 
duplicated: 856831,download: 452696 , rate: 1.892729 
duplicated: 857904,download: 453164 , rate: 1.893142 
duplicated: 858895,download: 453652 , rate: 1.893290 
duplicated: 860057,download: 454128 , rate: 1.893865 
duplicated: 861227,download: 454621 , rate: 1.894385 
duplicated: 862307,download: 455086 , rate: 1.894822 
duplicated: 863380,download: 455583 , rate: 1.895110 
duplicated: 864455,download: 456053 , rate: 1.895514 
duplicated: 865534,download: 456546 , rate: 1.895831 
duplicated: 866611,download: 457012 , rate: 1.896254 
duplicated: 867603,download: 457503 , rate: 1.896388 
duplicated: 868683,download: 457986 , rate: 1.896746 
duplicated: 869667,download: 458452 , rate: 1.896964 
duplicated: 870746,download: 458941 , rate: 1.897294 
duplicated: 871915,download: 459409 , rate: 1.897906 
duplicated: 872989,download: 459900 , rate: 1.898215 
duplicated: 874069,download: 460369 , rate: 1.898627 
duplicated: 875150,download: 460868 , rate: 1.898917 
duplicated: 876320,download: 461338 , rate: 1.899518 
duplicated: 877398,download: 461834 , rate: 1.899812 
duplicated: 878479,download: 462303 , rate: 1.900223 
duplicated: 879558,download: 462798 , rate: 1.900522 
duplicated: 880732,download: 463262 , rate: 1.901153 
duplicated: 881901,download: 463755 , rate: 1.901653 
duplicated: 882986,download: 464219 , rate: 1.902089 
duplicated: 884063,download: 464704 , rate: 1.902422 
duplicated: 885223,download: 465173 , rate: 1.902997 
duplicated: 886392,download: 465664 , rate: 1.903501 
duplicated: 887467,download: 466132 , rate: 1.903896 
duplicated: 888543,download: 466617 , rate: 1.904223 
duplicated: 889709,download: 467090 , rate: 1.904791 
duplicated: 890878,download: 467584 , rate: 1.905279 
duplicated: 891950,download: 468049 , rate: 1.905677 
duplicated: 893127,download: 468536 , rate: 1.906208 
duplicated: 894300,download: 469011 , rate: 1.906778 
duplicated: 895727,download: 469504 , rate: 1.907815 
duplicated: 898667,download: 469991 , rate: 1.912094 
duplicated: 900533,download: 470463 , rate: 1.914142 
duplicated: 901618,download: 470956 , rate: 1.914442 
duplicated: 902698,download: 471419 , rate: 1.914853 
duplicated: 903783,download: 471915 , rate: 1.915139 
duplicated: 904770,download: 472381 , rate: 1.915340 
duplicated: 906029,download: 472864 , rate: 1.916046 
duplicated: 907107,download: 473330 , rate: 1.916437 
duplicated: 908191,download: 473818 , rate: 1.916751 
duplicated: 909363,download: 474286 , rate: 1.917330 
duplicated: 910538,download: 474776 , rate: 1.917827 
duplicated: 911617,download: 475240 , rate: 1.918224 
duplicated: 912695,download: 475733 , rate: 1.918503 
duplicated: 913772,download: 476191 , rate: 1.918919 
duplicated: 914846,download: 476683 , rate: 1.919192 
duplicated: 915924,download: 477152 , rate: 1.919564 
duplicated: 917008,download: 477636 , rate: 1.919889 
duplicated: 918177,download: 478101 , rate: 1.920467 
duplicated: 919345,download: 478598 , rate: 1.920913 
duplicated: 920330,download: 479061 , rate: 1.921112 
duplicated: 921497,download: 479555 , rate: 1.921567 
duplicated: 922661,download: 480024 , rate: 1.922114 
duplicated: 923827,download: 480516 , rate: 1.922573 
duplicated: 924992,download: 480999 , rate: 1.923064 
duplicated: 926069,download: 481482 , rate: 1.923372 
duplicated: 927325,download: 481973 , rate: 1.924019 
duplicated: 928407,download: 482445 , rate: 1.924379 
duplicated: 929667,download: 482942 , rate: 1.925008 
duplicated: 930834,download: 483411 , rate: 1.925554 
duplicated: 932093,download: 483901 , rate: 1.926206 
duplicated: 933268,download: 484371 , rate: 1.926763 
duplicated: 934348,download: 484865 , rate: 1.927027 
duplicated: 935421,download: 485333 , rate: 1.927380 
duplicated: 936592,download: 485822 , rate: 1.927850 
duplicated: 937761,download: 486285 , rate: 1.928419 
duplicated: 939018,download: 486776 , rate: 1.929056 
duplicated: 940099,download: 487236 , rate: 1.929453 
duplicated: 941268,download: 487724 , rate: 1.929919 
duplicated: 942440,download: 488191 , rate: 1.930474 
duplicated: 943705,download: 488687 , rate: 1.931103 
duplicated: 944691,download: 489156 , rate: 1.931267 
duplicated: 945863,download: 489650 , rate: 1.931712 
duplicated: 947034,download: 490117 , rate: 1.932261 
duplicated: 948206,download: 490612 , rate: 1.932700 
duplicated: 949289,download: 491085 , rate: 1.933044 
duplicated: 950628,download: 491575 , rate: 1.933841 
duplicated: 951707,download: 492042 , rate: 1.934199 
duplicated: 952874,download: 492536 , rate: 1.934628 
duplicated: 954044,download: 493002 , rate: 1.935173 
duplicated: 955210,download: 493494 , rate: 1.935606 
duplicated: 956377,download: 493981 , rate: 1.936060 
duplicated: 957455,download: 494451 , rate: 1.936400 
duplicated: 958623,download: 494943 , rate: 1.936835 
duplicated: 959785,download: 495409 , rate: 1.937359 
duplicated: 960961,download: 495901 , rate: 1.937808 
duplicated: 962217,download: 496368 , rate: 1.938515 
duplicated: 963392,download: 496860 , rate: 1.938961 
duplicated: 964474,download: 497328 , rate: 1.939312 
duplicated: 965555,download: 497818 , rate: 1.939574 
duplicated: 966633,download: 498288 , rate: 1.939908 
duplicated: 967797,download: 498780 , rate: 1.940328 
duplicated: 968963,download: 499237 , rate: 1.940888 
duplicated: 970223,download: 499732 , rate: 1.941487 
duplicated: 971302,download: 500198 , rate: 1.941835 
duplicated: 972559,download: 500682 , rate: 1.942468 
duplicated: 973641,download: 501148 , rate: 1.942821 
duplicated: 974892,download: 501640 , rate: 1.943410 
duplicated: 976239,download: 502111 , rate: 1.944269 
duplicated: 977318,download: 502605 , rate: 1.944505 
duplicated: 978574,download: 503068 , rate: 1.945212 
duplicated: 979839,download: 503559 , rate: 1.945828 
duplicated: 981009,download: 504026 , rate: 1.946346 
duplicated: 982179,download: 504518 , rate: 1.946767 
duplicated: 983440,download: 504999 , rate: 1.947410 
duplicated: 984693,download: 505474 , rate: 1.948059 
duplicated: 985772,download: 505959 , rate: 1.948324 
duplicated: 986941,download: 506432 , rate: 1.948812 
duplicated: 988194,download: 506918 , rate: 1.949416 
duplicated: 989363,download: 507386 , rate: 1.949922 
duplicated: 990622,download: 507879 , rate: 1.950508 
duplicated: 991796,download: 508344 , rate: 1.951033 
duplicated: 992965,download: 508835 , rate: 1.951448 
duplicated: 994225,download: 509304 , rate: 1.952125 
duplicated: 995397,download: 509795 , rate: 1.952544 
duplicated: 996557,download: 510266 , rate: 1.953015 
duplicated: 997637,download: 510758 , rate: 1.953248 
duplicated: 998896,download: 511221 , rate: 1.953942 
duplicated: 1000157,download: 511710 , rate: 1.954539 
duplicated: 1001148,download: 512177 , rate: 1.954691 
duplicated: 1002404,download: 512664 , rate: 1.955285 
duplicated: 1003572,download: 513134 , rate: 1.955770 
duplicated: 1004827,download: 513627 , rate: 1.956336 
duplicated: 1006000,download: 514102 , rate: 1.956810 
duplicated: 1007347,download: 514594 , rate: 1.957557 
duplicated: 1008516,download: 515062 , rate: 1.958048 
duplicated: 1009778,download: 515551 , rate: 1.958638 
duplicated: 1010954,download: 516022 , rate: 1.959130 
duplicated: 1012208,download: 516514 , rate: 1.959691 
duplicated: 1013462,download: 516999 , rate: 1.960278 
duplicated: 1014711,download: 517480 , rate: 1.960870 
duplicated: 1016059,download: 517975 , rate: 1.961599 
duplicated: 1017313,download: 518440 , rate: 1.962258 
duplicated: 1018656,download: 518933 , rate: 1.962982 
duplicated: 1019819,download: 519407 , rate: 1.963429 
duplicated: 1020990,download: 519904 , rate: 1.963805 
duplicated: 1022167,download: 520373 , rate: 1.964297 
duplicated: 1023512,download: 520865 , rate: 1.965024 
duplicated: 1024679,download: 521334 , rate: 1.965494 
duplicated: 1025933,download: 521830 , rate: 1.966029 
duplicated: 1027013,download: 522304 , rate: 1.966313 
duplicated: 1027909,download: 522740 , rate: 1.966387 
duplicated: 1029077,download: 523213 , rate: 1.966841 
duplicated: 1030428,download: 523709 , rate: 1.967558 
duplicated: 1031602,download: 524169 , rate: 1.968071 
duplicated: 1032850,download: 524659 , rate: 1.968612 
duplicated: 1034104,download: 525126 , rate: 1.969249 
duplicated: 1035536,download: 525620 , rate: 1.970123 
duplicated: 1036704,download: 526092 , rate: 1.970575 
duplicated: 1037962,download: 526584 , rate: 1.971123 
duplicated: 1039124,download: 527053 , rate: 1.971574 
duplicated: 1040379,download: 527540 , rate: 1.972133 
duplicated: 1041452,download: 528006 , rate: 1.972425 
duplicated: 1042622,download: 528489 , rate: 1.972836 
duplicated: 1043879,download: 528979 , rate: 1.973385 
duplicated: 1044960,download: 529448 , rate: 1.973678 
duplicated: 1046132,download: 529937 , rate: 1.974069 
duplicated: 1047212,download: 530409 , rate: 1.974348 
duplicated: 1048648,download: 530902 , rate: 1.975220 
duplicated: 1049817,download: 531371 , rate: 1.975676 
duplicated: 1050902,download: 531872 , rate: 1.975855 
duplicated: 1052164,download: 532339 , rate: 1.976492 
duplicated: 1053329,download: 532832 , rate: 1.976850 
duplicated: 1054492,download: 533304 , rate: 1.977281 
duplicated: 1055843,download: 533797 , rate: 1.977986 
duplicated: 1057194,download: 534265 , rate: 1.978782 
duplicated: 1058445,download: 534753 , rate: 1.979316 
duplicated: 1059703,download: 535223 , rate: 1.979928 
duplicated: 1060866,download: 535715 , rate: 1.980281 
duplicated: 1062220,download: 536187 , rate: 1.981063 
duplicated: 1063389,download: 536684 , rate: 1.981406 
duplicated: 1064654,download: 537151 , rate: 1.982039 
duplicated: 1065914,download: 537645 , rate: 1.982561 
duplicated: 1067090,download: 538115 , rate: 1.983015 
duplicated: 1068348,download: 538606 , rate: 1.983543 
duplicated: 1069610,download: 539076 , rate: 1.984154 
duplicated: 1071045,download: 539563 , rate: 1.985023 
duplicated: 1072309,download: 540039 , rate: 1.985614 
duplicated: 1073390,download: 540534 , rate: 1.985796 
duplicated: 1074735,download: 541012 , rate: 1.986527 
duplicated: 1076082,download: 541508 , rate: 1.987195 
duplicated: 1077426,download: 541999 , rate: 1.987875 
duplicated: 1078685,download: 542465 , rate: 1.988488 
duplicated: 1080030,download: 542958 , rate: 1.989159 
duplicated: 1081289,download: 543428 , rate: 1.989756 
duplicated: 1082635,download: 543919 , rate: 1.990434 
duplicated: 1084071,download: 544396 , rate: 1.991328 
duplicated: 1085513,download: 544887 , rate: 1.992180 
duplicated: 1086680,download: 545357 , rate: 1.992603 
duplicated: 1087939,download: 545845 , rate: 1.993128 
duplicated: 1089107,download: 546313 , rate: 1.993559 
duplicated: 1090540,download: 546797 , rate: 1.994415 
duplicated: 1091793,download: 547264 , rate: 1.995002 
duplicated: 1093061,download: 547751 , rate: 1.995544 
duplicated: 1094314,download: 548219 , rate: 1.996126 
duplicated: 1095662,download: 548712 , rate: 1.996789 
duplicated: 1097006,download: 549180 , rate: 1.997535 
duplicated: 1098263,download: 549667 , rate: 1.998052 
duplicated: 1099608,download: 550134 , rate: 1.998800 
duplicated: 1100958,download: 550624 , rate: 1.999473 
duplicated: 1102039,download: 551089 , rate: 1.999748 
duplicated: 1103303,download: 551578 , rate: 2.000267 
duplicated: 1104558,download: 552041 , rate: 2.000862 
duplicated: 1105815,download: 552533 , rate: 2.001356 
duplicated: 1107075,download: 553004 , rate: 2.001929 
duplicated: 1108512,download: 553501 , rate: 2.002728 
duplicated: 1109862,download: 553989 , rate: 2.003401 
duplicated: 1111123,download: 554463 , rate: 2.003962 
duplicated: 1112384,download: 554954 , rate: 2.004462 
duplicated: 1113645,download: 555423 , rate: 2.005039 
duplicated: 1114997,download: 555925 , rate: 2.005661 
duplicated: 1116250,download: 556390 , rate: 2.006237 
duplicated: 1117692,download: 556887 , rate: 2.007036 
duplicated: 1118952,download: 557349 , rate: 2.007633 
duplicated: 1120208,download: 557844 , rate: 2.008103 
duplicated: 1121471,download: 558309 , rate: 2.008692 
duplicated: 1122643,download: 558802 , rate: 2.009018 
duplicated: 1123907,download: 559277 , rate: 2.009571 
duplicated: 1125169,download: 559765 , rate: 2.010074 
duplicated: 1126425,download: 560227 , rate: 2.010658 
duplicated: 1127764,download: 560722 , rate: 2.011271 
duplicated: 1129024,download: 561192 , rate: 2.011832 
duplicated: 1130365,download: 561682 , rate: 2.012464 
duplicated: 1131618,download: 562150 , rate: 2.013018 
duplicated: 1133055,download: 562638 , rate: 2.013826 
duplicated: 1134227,download: 563108 , rate: 2.014226 
duplicated: 1135668,download: 563606 , rate: 2.015003 
duplicated: 1137014,download: 564078 , rate: 2.015704 
duplicated: 1138443,download: 564569 , rate: 2.016482 
duplicated: 1139701,download: 565036 , rate: 2.017041 
duplicated: 1140960,download: 565523 , rate: 2.017531 
duplicated: 1142220,download: 565999 , rate: 2.018060 
duplicated: 1143568,download: 566489 , rate: 2.018694 
duplicated: 1144915,download: 566979 , rate: 2.019325 
duplicated: 1146349,download: 567455 , rate: 2.020158 
duplicated: 1147790,download: 567950 , rate: 2.020935 
duplicated: 1149138,download: 568420 , rate: 2.021635 
duplicated: 1150401,download: 568912 , rate: 2.022107 
duplicated: 1151567,download: 569382 , rate: 2.022486 
duplicated: 1152729,download: 569869 , rate: 2.022796 
duplicated: 1153986,download: 570337 , rate: 2.023341 
duplicated: 1155235,download: 570825 , rate: 2.023799 
duplicated: 1156496,download: 571288 , rate: 2.024366 
duplicated: 1157662,download: 571786 , rate: 2.024642 
duplicated: 1159009,download: 572261 , rate: 2.025315 
duplicated: 1160356,download: 572755 , rate: 2.025920 
duplicated: 1161523,download: 573215 , rate: 2.026330 
duplicated: 1162878,download: 573714 , rate: 2.026930 
duplicated: 1164051,download: 574183 , rate: 2.027317 
duplicated: 1165393,download: 574669 , rate: 2.027938 
duplicated: 1166739,download: 575132 , rate: 2.028646 
duplicated: 1168082,download: 575624 , rate: 2.029245 
duplicated: 1169252,download: 576088 , rate: 2.029641 
duplicated: 1170601,download: 576580 , rate: 2.030249 
duplicated: 1171858,download: 577051 , rate: 2.030770 
duplicated: 1173387,download: 577541 , rate: 2.031695 
duplicated: 1174557,download: 578008 , rate: 2.032077 
duplicated: 1175905,download: 578509 , rate: 2.032648 
duplicated: 1177257,download: 578999 , rate: 2.033263 
duplicated: 1178606,download: 579474 , rate: 2.033924 
duplicated: 1180138,download: 579972 , rate: 2.034819 
duplicated: 1181485,download: 580444 , rate: 2.035485 
duplicated: 1182926,download: 580936 , rate: 2.036242 
duplicated: 1184274,download: 581404 , rate: 2.036921 
duplicated: 1185526,download: 581892 , rate: 2.037364 
duplicated: 1186874,download: 582360 , rate: 2.038042 
duplicated: 1188310,download: 582856 , rate: 2.038771 
duplicated: 1189483,download: 583323 , rate: 2.039150 
duplicated: 1190750,download: 583815 , rate: 2.039602 
duplicated: 1192098,download: 584283 , rate: 2.040275 
duplicated: 1193440,download: 584775 , rate: 2.040853 
duplicated: 1194871,download: 585240 , rate: 2.041677 
duplicated: 1196309,download: 585726 , rate: 2.042438 
duplicated: 1197660,download: 586199 , rate: 2.043095 
duplicated: 1199001,download: 586690 , rate: 2.043670 
duplicated: 1200447,download: 587157 , rate: 2.044508 
duplicated: 1201887,download: 587655 , rate: 2.045226 
duplicated: 1203233,download: 588127 , rate: 2.045873 
duplicated: 1204665,download: 588621 , rate: 2.046589 
duplicated: 1206013,download: 589092 , rate: 2.047240 
duplicated: 1207364,download: 589587 , rate: 2.047813 
duplicated: 1208617,download: 590046 , rate: 2.048344 
duplicated: 1209959,download: 590535 , rate: 2.048920 
duplicated: 1211308,download: 591010 , rate: 2.049556 
duplicated: 1212656,download: 591494 , rate: 2.050158 
duplicated: 1214099,download: 591987 , rate: 2.050888 
duplicated: 1215443,download: 592447 , rate: 2.051564 
duplicated: 1216875,download: 592942 , rate: 2.052266 
duplicated: 1218133,download: 593404 , rate: 2.052789 
duplicated: 1219573,download: 593892 , rate: 2.053527 
duplicated: 1220834,download: 594362 , rate: 2.054024 
duplicated: 1222184,download: 594848 , rate: 2.054616 
duplicated: 1223444,download: 595312 , rate: 2.055131 
duplicated: 1224795,download: 595805 , rate: 2.055698 
duplicated: 1226063,download: 596269 , rate: 2.056225 
duplicated: 1227317,download: 596759 , rate: 2.056638 
duplicated: 1228571,download: 597226 , rate: 2.057129 
duplicated: 1230016,download: 597721 , rate: 2.057843 
duplicated: 1231373,download: 598194 , rate: 2.058484 
duplicated: 1232812,download: 598695 , rate: 2.059165 
duplicated: 1234347,download: 599163 , rate: 2.060119 
duplicated: 1235875,download: 599657 , rate: 2.060970 
duplicated: 1237231,download: 600129 , rate: 2.061608 
duplicated: 1238752,download: 600624 , rate: 2.062442 
duplicated: 1239916,download: 601097 , rate: 2.062755 
duplicated: 1241269,download: 601595 , rate: 2.063297 
duplicated: 1242619,download: 602060 , rate: 2.063945 
duplicated: 1243968,download: 602546 , rate: 2.064520 
duplicated: 1245314,download: 603012 , rate: 2.065156 
duplicated: 1246937,download: 603504 , rate: 2.066162 
duplicated: 1248375,download: 603994 , rate: 2.066867 
duplicated: 1249719,download: 604457 , rate: 2.067507 
duplicated: 1251245,download: 604945 , rate: 2.068362 
duplicated: 1252596,download: 605408 , rate: 2.069011 
duplicated: 1254041,download: 605901 , rate: 2.069713 
duplicated: 1255388,download: 606372 , rate: 2.070326 
duplicated: 1256825,download: 606868 , rate: 2.071002 
duplicated: 1258176,download: 607336 , rate: 2.071631 
duplicated: 1259614,download: 607831 , rate: 2.072310 
duplicated: 1260967,download: 608293 , rate: 2.072960 
duplicated: 1262497,download: 608780 , rate: 2.073815 
duplicated: 1263849,download: 609247 , rate: 2.074444 
duplicated: 1265376,download: 609746 , rate: 2.075251 
duplicated: 1266722,download: 610215 , rate: 2.075862 
duplicated: 1268252,download: 610712 , rate: 2.076678 
duplicated: 1269591,download: 611174 , rate: 2.077299 
duplicated: 1270941,download: 611668 , rate: 2.077828 
duplicated: 1272291,download: 612137 , rate: 2.078442 
duplicated: 1273549,download: 612634 , rate: 2.078809 
duplicated: 1274718,download: 613097 , rate: 2.079146 
duplicated: 1276234,download: 613589 , rate: 2.079949 
duplicated: 1277585,download: 614054 , rate: 2.080574 
duplicated: 1279023,download: 614547 , rate: 2.081245 
duplicated: 1280469,download: 615018 , rate: 2.082002 
duplicated: 1282173,download: 615516 , rate: 2.083086 
duplicated: 1283512,download: 615999 , rate: 2.083627 
duplicated: 1285040,download: 616474 , rate: 2.084500 
duplicated: 1286472,download: 616965 , rate: 2.085162 
duplicated: 1287813,download: 617428 , rate: 2.085770 
duplicated: 1289247,download: 617930 , rate: 2.086397 
duplicated: 1290595,download: 618397 , rate: 2.087001 
duplicated: 1292032,download: 618889 , rate: 2.087664 
duplicated: 1293378,download: 619352 , rate: 2.088276 
duplicated: 1294907,download: 619848 , rate: 2.089072 
duplicated: 1296358,download: 620311 , rate: 2.089852 
duplicated: 1297977,download: 620795 , rate: 2.090830 
duplicated: 1299323,download: 621262 , rate: 2.091425 
duplicated: 1300936,download: 621756 , rate: 2.092358 
duplicated: 1302466,download: 622219 , rate: 2.093260 
duplicated: 1303898,download: 622713 , rate: 2.093899 
duplicated: 1305245,download: 623186 , rate: 2.094471 
duplicated: 1306680,download: 623686 , rate: 2.095093 
duplicated: 1308022,download: 624162 , rate: 2.095645 
duplicated: 1309452,download: 624656 , rate: 2.096277 
duplicated: 1310893,download: 625124 , rate: 2.097013 
duplicated: 1312333,download: 625617 , rate: 2.097662 
duplicated: 1313677,download: 626090 , rate: 2.098224 
duplicated: 1315201,download: 626584 , rate: 2.099002 
duplicated: 1316550,download: 627052 , rate: 2.099587 
duplicated: 1317893,download: 627545 , rate: 2.100077 
duplicated: 1319330,download: 628016 , rate: 2.100790 
duplicated: 1320944,download: 628509 , rate: 2.101711 
duplicated: 1322565,download: 628999 , rate: 2.102650 
duplicated: 1323915,download: 629471 , rate: 2.103218 
duplicated: 1325530,download: 629965 , rate: 2.104133 
duplicated: 1326877,download: 630435 , rate: 2.104701 
duplicated: 1328580,download: 630929 , rate: 2.105752 
duplicated: 1330022,download: 631400 , rate: 2.106465 
duplicated: 1331638,download: 631905 , rate: 2.107339 
duplicated: 1332986,download: 632368 , rate: 2.107928 
duplicated: 1334515,download: 632860 , rate: 2.108705 
duplicated: 1335867,download: 633333 , rate: 2.109265 
duplicated: 1337488,download: 633830 , rate: 2.110168 
